"Wang Jianlin","64","2014","1988","Dalian Wanda Group","founder","real estate","new","59","male","China","CHN","0.0","East Asia","self-made finance","15.1","Financial","True","Real Estate","not inherited","True","True"
"Lin Xiucheng","1046","2014","2000","San'an Electronics","chairman","electronics","new","58","male","China","CHN","0.0","East Asia","executive","1.7","New Sectors","True","Technology-Computer","not inherited","True","True"
"Shao Genhuo","1046","2014","1994","DBN Group","founder","agribusiness","new","48","male","China","CHN","0.0","East Asia","founder non-finance","1.7","Traded Sectors","True","Consumer","not inherited","True","True"
"Wang Junmin","1046","2014","2000","Haisco Pharmaceutical Group","founder","pharmaceuticals","new","45","male","China","CHN","0.0","East Asia","founder non-finance","1.7","New Sectors","True","Technology-Medical","not inherited","True","True"
"Zhang Hongwei","1046","2014","2007","United Energy Group","chairman","oil","new","59","male","China","CHN","0.0","East Asia","self-made finance","1.7","Financial","True","Diversified financial","not inherited","True","True"
"Cao Kejian","1092","2014","1956","Zhejiang Kaishan Compressor","chairman","air compressors","privatization","51","male","China","CHN","0.0","East Asia","privatized and resources","1.6","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Gao Dekang","1092","2014","1975","Bosideng International","chairman","apparel retail","new","62","male","China","CHN","0.0","East Asia","executive","1.6","Traded Sectors","True","Consumer","not inherited","True","True"
"Gu Wei","1092","2014","2005","Shenzhen MTC","chairman","electronics","new","49","male","China","CHN","0.0","East Asia","executive","1.6","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Huang Shaowu","1092","2014","1998","Shenzhen Aisidi","founder","retail","new","43","male","China","CHN","0.0","East Asia","founder non-finance","1.6","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Liang Xinjun","1092","2014","1992","Fosun Group","founder","investment","new","46","male","China","CHN","0.0","East Asia","self-made finance","1.6","Financial","True","Diversified financial","not inherited","True","True"
"Wen Jianping","1092","2014","2001","Beijing Originwater Technology","founder","sewage treatment","new","52","male","China","CHN","0.0","East Asia","founder non-finance","1.6","0","True","Other","not inherited","True","True"
"Wong Luen Hei","1092","2014","1996","China Lesso Group","founder","home building materials","new","52","male","China","CHN","0.0","East Asia","founder non-finance","1.6","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Zhou Chengjian","1092","2014","1986","Metersbonwe Group","founder","fashion","new","48","male","China","CHN","0.0","East Asia","founder non-finance","1.6","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Wong Kwong Yu","1143","2014","1987","Gome","investor","retail","new","44","male","China","CHN","0.0","East Asia","privatized and resources","1.6","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Chen Tianqiao","1154","2014","1999","Shanda Interactive Entertainment","founder","entertainment","new","41","male","China","CHN","0.0","East Asia","founder non-finance","1.5","New Sectors","True","Technology-Computer","not inherited","True","True"
"He Qiaonu","1154","2014","1992","Beijing Orient Landscape","founder","landscape architecture","new","48","female","China","CHN","0.0","East Asia","founder non-finance","1.5","Non-Traded Sectors","True","Constrution","not inherited","True","True"
"Huang Shih Tsai","1154","2014","1990","Greater China International Investment Group","founder","real estate","new","62","male","Hong Kong","HKG","0.0","East Asia","self-made finance","1.5","Financial","True","Real Estate","not inherited","True","True"
"Lam Kong","1154","2014","1995","China Medical Systems","founder","pharmaceuticals","new","49","male","China","CHN","0.0","East Asia","founder non-finance","1.5","New Sectors","True","Technology-Medical","not inherited","True","True"
"Wen Yibo","1154","2014","1993","The Sound Group","founder","waste management","new","48","male","China","CHN","0.0","East Asia","founder non-finance","1.5","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Zhu Yicai","1154","2014","1993","Yurun Food","founder","meat products","new","49","male","China","CHN","0.0","East Asia","self-made finance","1.5","Financial","True","Diversified financial","not inherited","True","True"
"Zhang Changhong","1203","2014","2000","DZH/Shanghai Great Wisdom","chairman","financial information","new","55","male","China","CHN","0.0","East Asia","self-made finance","1.5","Financial","True","Money Management","not inherited","True","True"
"Chen Jianhua","1210","2014","2002","Hengli Group","chairman","plastics","new","43","male","China","CHN","0.0","East Asia","executive","1.4","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Lei Jufang","1210","2014","1993","Tibet Cheezheng Tibetan Medicine","founder","pharmaceuticals","new","61","female","China","CHN","0.0","East Asia","founder non-finance","1.4","New Sectors","True","Technology-Medical","not inherited","True","True"
"Wang Jing","1210","2014","1995","Beijing Xinwei Telecom Technology","chairman","telecom","new","41","male","China","CHN","0.0","East Asia","executive","1.4","Non-Traded Sectors","True","Media","not inherited","True","True"
"Wang Kunxiao","1210","2014","1997","Yantai Jereh Oilfield Services Group","founder","oil exploration equipment","new","44","male","China","CHN","0.0","East Asia","privatized and resources","1.4","Resource Related","True","Energy","not inherited","True","True"
"Lin Li","1270","2014","1995","Liye Group","founder","investments","new","50","male","China","CHN","0.0","East Asia","self-made finance","1.4","Financial","True","Diversified financial","not inherited","True","True"
"Chen Bang","1284","2014","0","Air Eye Hospital Group","founder","hospitals","new","48","male","China","CHN","0.0","East Asia","self-made finance","1.3","Financial","True","Real Estate","not inherited","True","True"
"Chu Mang Yee","1284","2014","1992","Hopson Development","chairman","real estate","new","54","male","China","CHN","0.0","East Asia","self-made finance","1.3","Financial","True","Real Estate","not inherited","True","True"
"Du Jiangtao","1284","2014","2003","Inner Mongolia Junzhen Energy and Chemical Industry","chairman","chemicals","new","44","male","China","CHN","0.0","East Asia","executive","1.3","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Jiang Zhaobai","1284","2014","1997","Shanghai Pengxin Group","chairman","real estate","new","50","male","China","CHN","0.0","East Asia","self-made finance","1.3","Financial","True","Real Estate","not inherited","True","True"
"Ni Zhaoxing","1284","2014","1992","Zhongrong Group","president","real estate","new","58","male","China","CHN","0.0","East Asia","self-made finance","1.3","Financial","True","Real Estate","not inherited","True","True"
"Sun Pingfan","1284","2014","2003","Ningbo Cixing","chairman","sewing machines","new","44","male","China","CHN","0.0","East Asia","executive","1.3","Traded Sectors","True","Consumer","not inherited","True","True"
"Wang Wenjing","1284","2014","1988","Yonyou Software","chairman","software","new","49","male","China","CHN","0.0","East Asia","founder non-finance","1.3","New Sectors","True","Technology-Computer","not inherited","True","True"
"Wei Shaojun","1356","2014","1995","Longjitaihe","founder","real estate","new","51","male","China","CHN","0.0","East Asia","self-made finance","1.3","Financial","True","Real Estate","not inherited","True","True"
"Huang Wen Tsai","1372","2014","1996","Star River Goup","founder","real estate","new","60","male","China","CHN","0.0","East Asia","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Li Li","1372","2014","1998","Shenzhen Hepalink Pharmaceutical","founder","pharmaceuticals","new","50","male","China","CHN","0.0","East Asia","founder non-finance","1.2","New Sectors","True","Technology-Medical","not inherited","True","True"
"Liu Xuejing","1372","2014","1991","GMK Holding","owner","copper, poultry","new","63","male","China","CHN","0.0","East Asia","privatized and resources","1.2","Resource Related","True","Mining and metals","not inherited","True","True"
"Nan Cunhui","1372","2014","1984","Chint Group","chairman","electricity","new","50","male","China","CHN","0.0","East Asia","executive","1.2","New Sectors","True","Technology-Computer","not inherited","True","True"
"Tian Ming","1372","2014","1990","Hefei Meiya Optoelectronic Technology","owner","measuring instruments","new","60","male","China","CHN","0.0","East Asia","executive","1.2","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Tu Jianhua","1372","2014","0","Lancing Motor","chairman","motorcycles","new","50","male","China","CHN","0.0","East Asia","executive","1.2","Traded Sectors","True","Consumer","not inherited","True","True"
"Yu Minhong","1372","2014","1993","New Oriental Education and Technology Group","founder","education","new","52","male","China","CHN","0.0","East Asia","founder non-finance","1.2","0","True","Other","not inherited","True","True"
"Zhang Zhongneng","1372","2014","1993","Guangdong Dongyangguang Aluminum","owner","aluminum","privatization","50","male","China","CHN","0.0","East Asia","privatized and resources","1.2","Resource Related","True","Mining and metals","not inherited","True","True"
"Liu Zhenguo","1442","2014","2001","Beijing Originwater Technology","Vice Chairman","sewage treatment","new","49","male","China","CHN","0.0","East Asia","executive","1.2","0","True","0","not inherited","True","True"
"Ma Xingtian","1442","2014","1998","Kangmei Pharmaceutical","founder","pharmaceuticals","new","44","male","China","CHN","0.0","East Asia","founder non-finance","1.2","New Sectors","True","Technology-Medical","not inherited","True","True"
"Miao Shouliang","1442","2014","0","Fuyuan Group","","real estate","new","59","male","China","CHN","0.0","East Asia","self-made finance","1.2","Financial","True","Real Estate","not inherited","True","True"
"Qi Xiangdong","1442","2014","2005","Qihoo","founder","internet company","new","43","male","China","CHN","0.0","East Asia","founder non-finance","1.2","New Sectors","True","Technology-Computer","not inherited","True","True"
"Ye Cheng","1442","2014","1992","Shandong Landbridge Group","chairman","port logistics","new","52","male","China","CHN","0.0","East Asia","self-made finance","1.2","Financial","True","Diversified financial","not inherited","True","True"
"Fang Wei","1465","2014","2002","Fangda International Industrial Investment?","chairman","mining","new","40","male","China","CHN","0.0","East Asia","privatized and resources","1.1","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Hu Kaijun","1465","2014","2005","China Grand Pharmaceutical","owner","pharmaceuticals","new","52","male","China","CHN","0.0","East Asia","privatized and resources","1.1","New Sectors","True","Technology-Medical","not inherited","True","True"
"Huang Zhenda","1465","2014","1993","Guangdong Liantai Group","founder","construction","new","66","male","China","CHN","0.0","East Asia","founder non-finance","1.1","Non-Traded Sectors","True","Constrution","not inherited","True","True"
"Jiang Wei","1465","2014","2005","Guizhou Bailing Group Pharmaceutical","chairman","pharmaceuticals","new","52","male","China","CHN","0.0","East Asia","executive","1.1","New Sectors","True","Technology-Medical","not inherited","True","True"
"Ke Xiping","1465","2014","1994","Xiamen Hengxing group","founder","mining, investments","new","53","male","China","CHN","0.0","East Asia","self-made finance","1.1","Financial","True","Diversified financial","not inherited","True","True"
"Liu Zhenfeng","1465","2014","1997","Yantai Jereh Oilfield Services Group","owner","oilfield equipment","new","52","male","China","CHN","0.0","East Asia","privatized and resources","1.1","Resource Related","True","Energy","not inherited","True","True"
"Luo Fei","1465","2014","1999","Biostime International Holdings","ceo","infant formula","new","0","male","China","CHN","0.0","East Asia","executive","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Que Wenbin","1465","2014","2001","Duyiwei Biological Pharmaceutical","owner","pharmaceuticals","new","50","male","China","CHN","0.0","East Asia","executive","1.1","New Sectors","True","Technology-Medical","not inherited","True","True"
"Shen Wenrong","1465","2014","1975","Shagang Group","chairman","steel","new","68","male","China","CHN","0.0","East Asia","privatized and resources","1.1","Resource Related","True","Non-consumer industrial","not inherited","True","True"
"Yan Zhi","1465","2014","2005","Zall Development of Wuhan","founder","real estate","new","41","male","China","CHN","0.0","East Asia","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Zhang Guiping","1465","2014","1990","Suning Universal","chairman","real estate","new","62","male","China","CHN","0.0","East Asia","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Chen Miaolin","1540","2014","0","New Century Group","founder","hotels","","61","male","China","CHN","0.0","East Asia","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Chen Zemin","1540","2014","1992","Sanquan Food","founder","food","new","71","male","China","CHN","0.0","East Asia","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Cheung Yan","1540","2014","1995","Nine Dragons Paper","founder","paper","new","57","female","China","CHN","0.0","East Asia","founder non-finance","1.1","Traded Sectors","True","Consumer","not inherited","True","True"
"Liu Gexin","1540","2014","1996","Sichuan Kelun Pharmaceutical","founder","pharmaceuticals","new","62","male","China","CHN","0.0","East Asia","founder non-finance","1.1","New Sectors","True","Technology-Medical","not inherited","True","True"
"Sun Hongbin","1540","2014","1994","Sunac China Holdings","founder","real estate","new","51","male","United States","USA","0.0","North America","self-made finance","1.1","Financial","True","Real Estate","not inherited","True","True"
"Wang Laichun","1540","2014","2004","Luxshare Precision Industry","chairwomen","electonics components","new","46","female","China","CHN","0.0","East Asia","executive","1.1","New Sectors","True","Technology-Computer","not inherited","True","True"
"Wang Laisheng","1540","2014","2004","Luxshare Precision Industry","owner","electonics components","new","49","male","China","CHN","0.0","East Asia","executive","1.1","New Sectors","True","Technology-Computer","not inherited","True","True"
"Yao Wenbin","1540","2014","2004","Ourpalm","founder","software","new","43","male","China","CHN","0.0","East Asia","founder non-finance","1.1","New Sectors","True","Technology-Computer","not inherited","True","True"
"An Kang","1565","2014","1992","Hualan Biological Engineering","founder","pharmaceuticals","new","65","male","China","CHN","0.0","East Asia","founder non-finance","1.0","New Sectors","True","Technology-Medical","not inherited","True","True"
"Ding Shijia","1565","2014","1994","Anta Sports","deputy chairman","sportswear","new","50","male","China","CHN","0.0","East Asia","executive","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Ding Shizhong","1565","2014","1966","China SCE Property Holdings Limited","director","real estate","new","43","male","China","CHN","0.0","East Asia","executive","1.0","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Feng Hailiang","1565","2014","1989","Hailiang Group","founder","copper","new","53","male","China","CHN","0.0","East Asia","founder non-finance","1.0","0","True","0","not inherited","True","True"
"Fu Kwan","1565","2014","1990","Macrolink Group","chairman","investments","new","56","male","China","CHN","0.0","East Asia","self-made finance","1.0","Financial","True","Diversified financial","not inherited","True","True"
"Huo Qinghua","1565","2014","1996","China Kingho","chairman","coal","new","52","male","China","CHN","0.0","East Asia","privatized and resources","1.0","Resource Related","True","Mining and metals","not inherited","True","True"
"Li Denghai","1565","2014","1989","Shandong Denghai Seeds","founder","agriculture","new","64","male","China","CHN","0.0","East Asia","founder non-finance","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Li Shuirong","1565","2014","1995","Rongsheng Petrochemical","chairman","petrochemicals","new","57","male","China","CHN","0.0","East Asia","executive","1.0","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Liu Xiaomeng","1565","2014","1990","Suning Group","investor","retail, home appliances","new","59","female","China","CHN","0.0","East Asia","executive","1.0","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Wang Jianfeng","1565","2014","2004","Ningo Joyson Electric","founder","auto parts","new","44","male","China","CHN","0.0","East Asia","founder non-finance","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Wang Muqing","1565","2014","1999","China ZhengTong Auto Services","founder","auto retail","new","63","male","China","CHN","0.0","East Asia","founder non-finance","1.0","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Wang Yong","1565","2014","1986","Xiwang Group","founder","food sweeteners","new","63","male","China","CHN","0.0","East Asia","founder non-finance","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Wu Xiong","1565","2014","1999","Biostime International Holdings","owner","infant formula","new","0","male","China","CHN","0.0","East Asia","executive","1.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Yang Keng","1565","2014","0","Blue Ray Corp","chairman","real estate","new","53","male","China","CHN","0.0","East Asia","self-made finance","1.0","Financial","True","Real Estate","not inherited","True","True"
"Zhu Wenchen","1565","2014","1999","Furen Pharmaceutical Group","chairman","pharmaceuticals","new","48","male","China","CHN","0.0","East Asia","executive","1.0","New Sectors","True","Technology-Medical","not inherited","True","True"
